Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-May-2017,895.00,902.80,887.70,891.45,894.353593408270179543,19661,968,17583886.00,4186,21.29,15.10,-3.55
28-April-2017,882.25,895.35,882.20,892.75,890.170822744599745870,12592,708,11209031.00,2871,22.80,13.15,10.50
27-April-2017,897.90,898.00,879.15,883.45,891.033709144744334358,17562,852,15648334.00,5566,31.69,18.85,-14.45
26-April-2017,901.00,902.10,886.20,893.05,893.111540358375801413,24332,1117,21731190.00,8298,34.10,15.90,-7.95
25-April-2017,890.00,905.00,881.50,900.00,893.585961270000357948,27937,1193,24964111.00,8883,31.80,23.50,10.00
24-April-2017,902.60,902.60,876.10,883.10,886.505115133267184452,29227,1737,25909885.00,8456,28.93,26.50,-19.50
21-April-2017,910.00,912.95,888.10,902.60,904.714298261022308097,22772,1033,20602154.00,7055,30.98,24.85,-7.40
20-April-2017,918.95,918.95,903.00,908.40,910.960131360259516610,49939,2018,45492438.00,10691,21.41,15.95,-10.55
19-April-2017,895.10,913.60,890.50,911.60,904.626151544578882444,38101,1578,34467161.00,11690,30.68,23.10,16.50
18-April-2017,891.25,908.40,888.00,892.25,899.614132282929041033,70576,2700,63491167.00,31367,44.44,20.40,1.00
17-April-2017,888.00,896.60,883.80,887.40,890.806144491559324745,24998,1161,22268372.00,5925,23.70,12.80,-0.60
13-April-2017,894.55,898.80,882.20,888.25,892.070178255982013810,31135,1800,27774605.00,7673,24.64,16.60,-6.30
12-April-2017,877.35,894.80,872.25,890.30,885.021679669984754730,44604,1545,39475507.00,17487,39.21,22.55,12.95
11-April-2017,872.00,875.80,867.35,873.85,873.158628668858847886,16422,1056,14339011.00,5757,35.06,8.45,1.85
10-April-2017,870.00,875.00,862.00,871.40,869.363202481804080658,25143,836,21858399.00,8455,33.63,13.00,1.40
7-April-2017,867.00,874.00,860.15,862.80,867.529117679375892759,18202,856,15790765.00,6465,35.52,13.85,-4.20
6-April-2017,876.00,876.35,864.80,868.20,868.701822296331586469,16792,870,14587241.00,4800,28.59,11.55,-7.80
5-April-2017,858.00,879.00,858.00,877.20,870.668819969268399761,31889,1148,27764758.00,14649,45.94,21.00,19.20
3-April-2017,857.55,863.85,845.50,856.85,857.902291752435844654,29148,1163,25006136.00,10010,34.34,18.35,-0.70
31-March-2017,861.10,874.00,850.00,857.75,862.847618282592979355,49796,3420,42966360.00,16026,32.18,24.00,-3.35
30-March-2017,875.10,879.00,859.05,864.00,870.173993912749408183,35484,1502,30877254.00,13179,37.14,19.95,-11.10
29-March-2017,875.50,881.00,867.10,871.40,877.488686284080608046,114728,2139,100672522.00,94305,82.20,13.90,-4.10
28-March-2017,879.00,883.95,874.00,876.90,877.378078291814946619,14050,859,12327162.00,4559,32.45,9.95,-2.10
27-March-2017,887.00,887.00,871.00,874.95,875.778141840913990084,23195,1651,20313674.00,9327,40.21,16.00,-12.05
24-March-2017,894.90,897.00,883.00,887.35,888.558725713285489235,28565,3011,25381680.00,13355,46.75,14.00,-7.55
23-March-2017,885.65,898.80,885.65,892.85,893.403330765757390634,37649,1493,33635742.00,12957,34.42,13.15,7.20
22-March-2017,881.00,888.55,875.45,884.30,883.133834542476012169,34184,2462,30189047.00,16328,47.77,13.10,3.30
21-March-2017,882.25,893.70,876.00,889.90,886.649290561381863047,38904,1869,34494204.00,14123,36.30,17.70,7.65
20-March-2017,883.90,887.40,872.40,880.35,879.465178217260724202,35294,2486,31039844.00,11846,33.56,15.00,-3.55
17-March-2017,905.00,905.00,881.00,886.35,890.562020673557852617,23992,1652,21366364.00,7963,33.19,24.00,-18.65
16-March-2017,909.00,923.50,892.25,898.10,898.524913446243099092,42748,3270,38410143.00,15787,36.93,31.25,-10.90
15-March-2017,916.20,929.90,895.10,900.80,907.297926110786435216,63311,2934,57441939.00,12299,19.43,34.80,-15.40
14-March-2017,886.50,892.20,883.95,890.90,889.554190468737772908,25558,1143,22735226.00,9448,36.97,8.25,4.40
10-March-2017,891.00,892.00,877.00,880.05,883.305316863587540279,18620,1274,16447145.00,6390,34.32,15.00,-10.95
9-March-2017,899.95,900.00,885.00,887.45,890.212412028150991682,14067,1100,12522618.00,4378,31.12,15.00,-12.50
8-March-2017,902.30,909.95,892.00,895.20,899.185966135168888501,34431,1660,30959872.00,9915,28.80,17.95,-7.10
7-March-2017,913.00,913.00,896.50,901.60,901.869358669833729216,23576,1647,21262472.00,3949,16.75,16.50,-11.40
6-March-2017,913.00,917.00,906.40,909.45,911.370094650643411677,18806,1208,17139226.00,3588,19.08,10.60,-3.55
3-March-2017,905.00,914.00,901.60,909.30,909.015913696507331028,16778,1426,15251469.00,4585,27.33,12.40,4.30
2-March-2017,940.00,944.10,903.80,907.65,920.553244005641748942,25524,1749,23496201.00,9082,35.58,40.30,-32.35
1-March-2017,930.00,937.00,927.00,929.45,931.295784831176342997,13831,809,12880752.00,3835,27.73,10.00,-0.55
28-February-2017,932.50,942.80,922.00,925.50,931.663868785062738212,23351,1262,21755283.00,8404,35.99,20.80,-7.00
27-February-2017,933.95,941.65,932.00,934.95,936.534758965314520870,13608,847,12744365.00,3893,28.61,9.65,1.00
23-February-2017,938.90,950.00,925.25,934.05,940.117551168266618366,16563,1178,15571167.00,5474,33.05,24.75,-4.85
22-February-2017,953.30,957.50,933.30,944.50,948.577894305132411530,34136,967,32380655.00,23544,68.97,24.20,-8.80
21-February-2017,929.20,954.00,919.90,948.85,944.926163660707253681,25394,1458,23995455.00,4187,16.49,34.10,19.65
20-February-2017,947.00,954.10,939.00,943.30,945.575597067864743438,21145,1123,19994196.00,6575,31.09,15.10,-3.70
17-February-2017,938.45,953.60,934.50,946.90,946.637912025244268714,26303,2238,24899417.00,8140,30.95,19.10,8.45
16-February-2017,930.00,944.00,913.80,934.20,929.713904383833544368,29221,1437,27167170.00,10854,37.14,30.20,4.20
15-February-2017,946.00,946.00,913.85,926.80,923.191608740375923443,32081,2407,29616910.00,12288,38.30,32.15,-19.20
14-February-2017,945.00,955.00,935.95,945.80,949.415683262342015222,14321,853,13596582.00,3661,25.56,19.05,0.80
13-February-2017,953.90,955.50,934.55,942.10,943.185832694852685101,14357,1102,13541319.00,4942,34.42,20.95,-11.80
10-February-2017,958.00,958.00,949.20,952.75,953.257795855122990509,10326,541,9843340.00,2626,25.43,8.80,-5.25
9-February-2017,959.65,967.65,945.30,956.50,956.759887918956784136,18558,1279,17755550.00,5859,31.57,22.35,-3.15
8-February-2017,961.00,962.10,946.50,959.65,954.941668739963359192,44213,2419,42220836.00,7179,16.24,15.60,-1.35
7-February-2017,960.15,973.10,953.65,959.45,962.168885556613778056,148047,1988,142446217.00,114072,77.05,19.45,-0.70
6-February-2017,949.30,965.15,940.55,960.15,956.490060627732717845,61523,2566,58846138.00,17572,28.56,24.60,10.85
3-February-2017,950.00,970.25,940.95,947.30,954.604848457205409473,263094,10192,251150808.00,44607,16.95,29.30,-2.70
2-February-2017,903.05,922.50,900.95,907.95,911.718430795576512584,82921,3807,75600604.00,11971,14.44,21.55,4.90
1-February-2017,895.00,904.15,881.00,899.10,890.806940973566576326,28411,1619,25308716.00,4724,16.63,23.15,4.10
31-January-2017,917.00,920.00,891.10,893.40,901.087493881546744982,16344,1010,14727374.00,4206,25.73,28.90,-23.60
30-January-2017,898.90,922.40,898.00,914.95,914.722451173624798423,50229,3475,45945594.00,17224,34.29,24.40,16.05
27-January-2017,877.00,903.90,876.10,898.40,895.296112922073928285,32518,1926,29113239.00,9706,29.85,27.80,21.40
25-January-2017,877.00,877.00,863.00,873.90,869.998072026191342306,27490,2117,23916247.00,9704,35.30,14.00,-3.10
24-January-2017,877.00,883.00,872.10,876.10,877.464922917027542005,17319,969,15196815.00,3797,21.92,10.90,-0.90
23-January-2017,888.50,888.50,866.95,876.10,874.497758097306931796,35907,2265,31400591.00,6606,18.40,21.55,-12.40
20-January-2017,889.00,897.05,884.10,889.75,890.666127225196066226,16066,735,14309442.00,5654,35.19,12.95,0.75
19-January-2017,890.00,897.00,886.55,889.70,891.832914783191026284,17919,997,15980754.00,3801,21.21,10.45,-0.30
18-January-2017,884.00,896.90,881.05,885.60,888.258437984373517223,31613,1604,28080514.00,15351,48.56,15.85,1.60
17-January-2017,888.05,894.40,882.55,883.95,885.686970848016109102,21851,770,19353146.00,9091,41.60,11.85,-4.10
16-January-2017,898.75,898.75,885.50,890.70,890.956493553266585032,13883,1072,12369149.00,4571,32.93,13.25,-8.05
13-January-2017,885.00,898.00,870.55,893.55,882.957879806358114150,32431,1771,28635207.00,4673,14.41,27.45,8.55
12-January-2017,897.00,905.00,888.00,889.95,894.748646377893950709,21424,1048,19169095.00,5862,27.36,17.00,-7.05
11-January-2017,901.95,908.60,901.45,904.15,904.490416502726097465,17791,750,16091789.00,6032,33.90,7.15,2.20
10-January-2017,897.75,906.75,895.45,899.65,899.926623975476379128,76987,2077,69282651.00,51956,67.49,11.30,1.90
9-January-2017,894.45,901.50,887.50,894.80,896.845442545003185194,304534,1645,273119930.00,286096,93.95,14.00,0.35
6-January-2017,895.00,906.00,891.55,894.95,895.131387672242851900,297037,1356,265887142.00,284590,95.81,14.45,-0.05
5-January-2017,900.00,908.55,895.00,897.90,900.862403222760747781,15887,1022,14312001.00,4500,28.33,13.55,-2.10
4-January-2017,905.00,912.90,895.15,899.20,903.821251752854648999,69886,2775,63164452.00,24174,34.59,17.75,-5.80
3-January-2017,886.80,896.50,881.45,893.75,889.198052080361872936,24539,1581,21820031.00,4788,19.51,15.05,6.95
2-January-2017,930.00,932.80,881.00,885.15,886.917771113475863403,20674,1321,18336138.00,7047,34.09,51.80,-44.85
30-December-2016,900.00,900.00,884.90,888.55,889.192565249284210028,42261,1827,37578167.00,13420,31.76,15.10,-11.45
29-December-2016,897.00,904.00,882.30,888.05,892.701133839185251435,34661,1641,30941914.00,8852,25.54,21.70,-8.95
28-December-2016,895.60,912.10,894.65,898.40,905.931791428334576805,60315,1349,54641276.00,43086,71.43,17.45,2.80
27-December-2016,891.00,905.80,883.50,889.95,893.146730712675227918,51005,1480,45554949.00,17968,35.23,22.30,-1.05
26-December-2016,919.95,925.45,879.40,889.10,902.730381232776100289,159299,2422,143804047.00,119353,74.92,46.05,-30.85
23-December-2016,915.10,935.40,915.10,925.30,927.437024466656720871,53624,1380,49732883.00,24104,44.95,20.30,10.20
22-December-2016,937.00,942.00,923.00,924.90,934.177696043625209463,70418,1430,65782925.00,45392,64.46,19.00,-12.10
21-December-2016,935.10,950.55,930.80,941.95,941.517239991953329309,49710,2446,46802822.00,13334,26.82,19.75,6.85
20-December-2016,948.00,948.00,927.50,935.65,936.006360196441510345,24842,1105,23252270.00,4152,16.71,20.50,-12.35
19-December-2016,948.00,953.45,930.50,940.95,940.779748773130430867,88844,3569,83582636.00,21490,24.19,22.95,-7.05
16-December-2016,907.95,933.60,896.90,929.40,925.149525834971844361,74763,2273,69166954.00,38957,52.11,36.70,21.45
15-December-2016,905.70,913.10,894.10,908.00,907.892551033083516210,555473,1016,504309799.00,543234,97.80,19.00,2.30
14-December-2016,912.90,917.00,904.00,908.00,910.972043336616410334,13199,874,12023920.00,2881,21.83,13.00,-4.90
13-December-2016,932.00,935.00,907.10,910.70,913.954718867577025284,38007,2020,34736677.00,8731,22.97,27.90,-21.30
12-December-2016,905.05,954.00,902.65,912.60,914.060527885551720446,196141,2432,179284746.00,146017,74.44,51.35,7.55
9-December-2016,894.20,907.50,879.60,904.10,896.645400762922862559,43779,2274,39254239.00,13673,31.23,27.90,9.90
8-December-2016,877.00,895.00,869.75,890.75,885.107947338494510781,22863,1114,20236223.00,6469,28.29,25.25,13.75
7-December-2016,872.05,876.95,863.00,872.20,868.240039785599823175,18097,825,15712540.00,3725,20.58,13.95,0.15
6-December-2016,865.00,886.85,865.00,870.20,876.575293056807935076,16635,908,14581830.00,6459,38.83,21.85,5.20
5-December-2016,863.05,876.45,852.50,873.50,864.654537727213286256,30588,1813,26448053.00,10904,35.65,23.95,10.45
2-December-2016,873.65,876.30,860.75,863.05,866.481371222372575552,22170,1250,19209892.00,4906,22.13,15.55,-10.60
1-December-2016,876.15,890.00,872.95,876.30,879.966994706363022702,28147,1283,24768431.00,5805,20.62,17.05,0.15
30-November-2016,888.55,892.30,874.00,875.55,879.942611336032388663,19760,1230,17387666.00,7684,38.89,18.30,-13.00
29-November-2016,904.35,906.50,884.00,888.50,892.099538313120176405,29024,1862,25892297.00,5729,19.74,22.50,-15.85
28-November-2016,909.00,915.95,899.10,902.90,906.108646223806304922,16273,796,14745106.00,3236,19.89,16.85,-6.10
25-November-2016,895.00,913.40,882.80,905.45,900.336343199700262270,26690,1707,24029977.00,5156,19.32,30.60,10.45
24-November-2016,899.00,908.25,881.70,887.80,889.564407183725365543,25168,1203,22388557.00,6475,25.73,26.55,-11.20
23-November-2016,885.00,904.85,881.15,900.40,891.028776035980961530,22901,1673,20405450.00,4124,18.01,23.70,15.40
22-November-2016,885.85,896.75,873.35,882.75,883.295909964315124897,21858,1170,19307082.00,3631,16.61,23.40,-3.10
21-November-2016,905.00,906.00,873.50,883.35,903.693467735534566235,264579,1237,239098314.00,236193,89.27,32.50,-21.65
18-November-2016,884.00,902.00,871.00,898.45,890.637956330370242513,23174,1550,20639644.00,4916,21.21,31.00,14.45
17-November-2016,863.00,886.50,863.00,882.10,880.469334542568869742,17642,1127,15533240.00,2247,12.74,23.50,19.10
16-November-2016,883.00,893.05,862.00,867.60,878.469313969739320653,32914,1433,28913939.00,2378,7.22,31.05,-15.40
15-November-2016,882.00,901.50,860.40,870.25,878.846480252420846480,36764,1955,32309912.00,7376,20.06,41.10,-11.75
11-November-2016,905.00,920.65,869.55,878.60,895.529858325293251409,39386,1860,35271339.00,10561,26.81,51.10,-26.40
10-November-2016,913.00,926.85,912.00,915.40,918.613919985318407047,21796,1415,20022109.00,6230,28.58,14.85,2.40
9-November-2016,850.00,911.15,806.00,900.05,880.915563481720282598,72895,4180,64214340.00,15355,21.06,105.15,50.05
8-November-2016,908.00,908.00,885.00,895.10,891.730372648335745296,210064,1266,187320449.00,189957,90.43,23.00,-12.90
7-November-2016,886.00,909.80,884.75,894.85,897.542900112796089735,39895,1997,35807474.00,10379,26.02,25.05,8.85
4-November-2016,911.95,911.95,851.35,868.80,863.729589734058457038,247498,5991,213771346.00,131833,53.27,60.60,-43.15
3-November-2016,941.00,954.00,903.10,912.45,925.704794826658397103,109639,5632,101493348.00,51158,46.66,50.90,-28.55
2-November-2016,962.00,962.00,934.50,940.80,944.672611907866145154,57525,3051,54342292.00,19481,33.87,27.50,-21.20
1-November-2016,942.00,993.00,938.45,965.20,976.004736421233929999,130056,6088,126935272.00,27041,20.79,54.55,23.20
30-October-2016,945.00,948.00,935.00,937.65,937.315734370326054442,6686,442,6266893.00,3421,51.17,13.00,-7.35
28-October-2016,915.00,948.35,911.00,935.35,935.048805762022336791,78167,3399,73089960.00,16721,21.39,37.35,20.35
27-October-2016,905.20,925.00,900.15,906.40,910.368028144842972370,34962,2220,31828287.00,8898,25.45,24.85,1.20
26-October-2016,925.00,928.20,905.20,910.20,916.017741053526945743,16459,1015,15076736.00,7298,44.34,23.00,-14.80
25-October-2016,937.10,943.10,926.00,931.15,932.747660229830588792,16882,1161,15746646.00,4824,28.57,17.10,-5.95
24-October-2016,926.00,937.00,922.00,933.45,930.658148339356393047,11622,887,10816109.00,4026,34.64,15.00,7.45
21-October-2016,929.00,935.00,919.15,932.10,925.495656531907784831,11972,871,11080034.00,3385,28.27,15.85,3.10
20-October-2016,944.80,944.80,923.75,929.00,931.483089234485882530,13246,812,12338425.00,4151,31.34,21.05,-15.80
19-October-2016,940.00,951.00,931.00,939.60,942.177922294480573620,53973,2402,50852169.00,16234,30.08,20.00,-0.40
18-October-2016,910.20,939.00,908.00,935.40,927.100098223055629966,22398,1312,20765188.00,8227,36.73,31.00,25.20
17-October-2016,924.95,925.00,905.00,907.25,914.175061504596659329,15446,1001,14120348.00,5500,35.61,20.00,-17.70
14-October-2016,899.70,930.00,899.70,922.35,915.882608695652173913,21620,1205,19801382.00,4516,20.89,30.30,22.65
13-October-2016,927.75,929.40,885.55,898.30,899.476648926627997368,33446,1380,30083896.00,9420,28.16,43.85,-29.45
10-October-2016,930.00,940.00,926.00,928.20,931.762492364080635308,8185,588,7626476.00,1803,22.03,14.00,-1.80
7-October-2016,916.70,931.65,916.00,927.35,924.393827562502261297,27639,1449,25549321.00,7650,27.68,15.65,10.65
6-October-2016,931.60,943.55,906.50,922.00,927.403810601773250330,26505,1637,24580838.00,6662,25.13,37.05,-9.60
5-October-2016,942.00,945.00,925.40,928.45,932.012266517981600223,17935,1070,16715640.00,5208,29.04,19.60,-13.55
5-October-2016,942.00,945.00,925.40,928.45,932.012266517981600223,17935,1070,16715640.00,5208,29.04,19.60,-13.55
4-October-2016,930.00,942.00,930.00,937.05,935.672027910002069597,33823,1486,31647235.00,8550,25.28,12.00,7.05
3-October-2016,926.00,937.80,922.55,927.85,929.915204678362573099,23256,1140,21626108.00,7249,31.17,15.25,1.85
30-September-2016,913.00,924.50,898.00,920.25,915.857826805162807626,35717,1793,32711694.00,6779,18.98,26.50,7.25
29-September-2016,950.00,955.00,882.00,907.75,917.100115095174856131,56475,2898,51793229.00,17953,31.79,73.00,-42.25
28-September-2016,940.00,955.45,940.00,947.45,948.451932915165265358,44958,1988,42640502.00,14631,32.54,15.45,7.45
27-September-2016,926.85,947.55,925.00,937.50,937.674640592702696425,43057,2267,40373457.00,9020,20.95,22.55,10.65
26-September-2016,943.50,956.15,923.00,926.85,939.942247209774833699,71858,3483,67542370.00,23065,32.10,33.15,-16.65
23-September-2016,934.95,954.00,932.15,945.25,945.830358630340859868,180074,4575,170319456.00,83711,46.49,21.85,10.30
22-September-2016,910.00,933.00,909.40,929.75,924.325600183118124654,74269,2981,68648738.00,25499,34.33,23.60,19.75
21-September-2016,906.00,911.90,898.50,903.35,905.531051562103124206,31496,1697,28520606.00,11532,36.61,13.40,-2.65
20-September-2016,920.00,922.00,903.20,906.05,910.984614002380898901,44521,2543,40557946.00,16169,36.32,18.80,-13.95
19-September-2016,919.00,929.00,906.80,919.65,919.742841979910945428,77256,2809,71055653.00,21243,27.50,22.20,0.65
16-September-2016,896.15,920.95,891.55,913.50,909.184123397784053877,115075,4183,104624363.00,23050,20.03,29.40,17.35
15-September-2016,895.00,904.00,882.20,887.70,895.720626486584229340,71893,2304,64396043.00,18874,26.25,21.80,-7.30
14-September-2016,876.00,898.00,876.00,892.70,887.231200957106161370,56838,2141,50428447.00,16261,28.61,22.00,16.70
12-September-2016,892.00,905.00,870.00,875.10,888.111217740354353052,96909,3817,86065970.00,21744,22.44,35.00,-16.90
9-September-2016,905.00,915.00,890.65,895.75,904.870785085914692685,102078,3571,92367400.00,28617,28.03,24.35,-9.25
8-September-2016,880.00,902.60,879.20,899.95,891.943301619953715608,116670,4046,104063025.00,31092,26.65,23.40,19.95
7-September-2016,844.95,880.00,843.50,876.05,869.929937500000000000,112000,4645,97432153.00,26891,24.01,36.50,31.10
6-September-2016,847.00,849.75,834.35,844.80,842.176335045928693756,32115,1541,27046493.00,6760,21.05,15.40,-2.20
2-September-2016,842.00,843.70,833.90,838.65,838.803874463299938662,19564,1123,16410359.00,3711,18.97,9.80,-3.35
1-September-2016,843.00,847.85,837.60,841.15,842.548466321785023775,19137,924,16123850.00,5777,30.19,10.25,-1.85
31-August-2016,858.90,858.90,838.60,842.35,848.904351414553624650,21809,1208,18513755.00,7583,34.77,20.30,-16.55
30-August-2016,859.65,861.80,847.90,853.10,853.561273874341024976,23142,1421,19753115.00,3097,13.38,13.90,-6.55
29-August-2016,849.00,862.50,838.55,857.00,848.334630350194552529,18504,1036,15697584.00,2681,14.49,23.95,8.00
26-August-2016,856.00,856.05,843.85,850.25,850.381034412042163980,24381,1326,20733140.00,4478,18.37,12.20,-5.75
25-August-2016,858.90,872.00,845.00,852.20,862.724054218086182480,34601,1767,29851115.00,8466,24.47,27.00,-6.70
24-August-2016,850.00,864.40,849.55,856.90,857.214344396976667762,24344,1213,20868026.00,5313,21.82,14.85,6.90
23-August-2016,856.20,857.25,842.00,848.55,854.787842117618918954,1128815,1686,964897338.00,1107002,98.07,15.25,-7.65
22-August-2016,870.00,870.00,850.75,856.20,857.076903776188683979,23913,1204,20495280.00,7353,30.75,19.25,-13.80
19-August-2016,874.90,875.50,860.60,863.15,867.682636937393467545,21707,1119,18834787.00,5258,24.22,14.90,-11.75
18-August-2016,860.50,878.00,860.50,874.05,872.226073933819478733,245057,2021,213745105.00,201006,82.02,17.50,13.55
17-August-2016,859.00,869.30,855.15,861.80,862.115051968742887489,26362,1242,22727077.00,4030,15.29,14.15,2.80
16-August-2016,840.00,862.45,837.75,859.10,855.871498063237546167,44404,2620,38004118.00,8721,19.64,24.70,19.10
12-August-2016,835.15,870.50,828.00,845.80,854.300153218529102120,212768,10635,181767735.00,19836,9.32,42.50,10.65
11-August-2016,848.00,848.00,821.45,835.15,831.199122521936951576,30770,2019,25575997.00,5492,17.85,26.55,-12.85
10-August-2016,867.45,875.00,839.20,849.05,860.792064462941786559,37603,2107,32368364.00,6477,17.22,35.80,-18.40
9-August-2016,859.90,870.50,855.95,866.40,865.384982747983456344,43763,2444,37871843.00,7178,16.40,14.55,6.50
8-August-2016,850.00,860.45,844.50,858.10,852.764601253827088496,34295,1854,29245562.00,7584,22.11,15.95,8.10
5-August-2016,829.95,849.00,828.30,842.85,838.649809809809809809,24975,1168,20945279.00,6223,24.92,20.70,12.90
4-August-2016,827.55,833.95,817.00,823.50,825.063085974568229265,26345,1323,21736287.00,9056,34.37,16.95,-4.05
3-August-2016,842.25,842.25,816.00,824.65,823.978239388682725456,45541,2533,37524793.00,10855,23.84,26.25,-17.60
2-August-2016,858.45,863.70,835.95,842.25,851.671654099905749293,16976,1185,14457978.00,5474,32.25,27.75,-16.20
1-August-2016,860.20,866.75,849.15,856.45,857.750135178976965502,18494,1150,15863231.00,4855,26.25,17.60,-3.75
29-July-2016,853.00,864.50,852.45,860.05,859.532541941282204913,26704,1114,22952957.00,9234,34.58,12.05,7.05
28-July-2016,845.15,859.30,840.05,853.05,846.758422082156053031,18404,936,15583742.00,4442,24.14,19.25,7.90
27-July-2016,841.95,852.50,838.55,850.65,846.657994264577532105,24061,1184,20371438.00,6292,26.15,13.95,8.70
26-July-2016,869.90,869.90,838.00,843.10,853.424118626115902557,26436,1387,22561120.00,8062,30.50,31.90,-26.80
25-July-2016,866.85,871.00,855.00,864.10,865.267596841152417517,32037,1120,27720578.00,7349,22.94,16.00,-2.75
22-July-2016,849.05,871.00,843.90,865.10,860.343371470349951587,50607,2598,43539397.00,17748,35.07,27.10,16.05
21-July-2016,853.10,863.30,845.30,850.40,855.489501312335958005,41910,1622,35853565.00,7530,17.97,18.00,-2.70
20-July-2016,851.00,856.50,845.00,853.10,850.762532023911187019,46840,1796,39849717.00,12595,26.89,11.50,2.10
19-July-2016,833.95,836.75,825.15,833.20,828.834294766931276152,58073,802,48132894.00,43173,74.34,11.60,-0.75
18-July-2016,855.00,855.90,832.00,833.80,838.853735493876677897,18699,915,15685726.00,6456,34.53,23.90,-21.20
15-July-2016,852.00,858.00,846.00,851.90,853.156973169712023215,40663,1575,34691922.00,12480,30.69,12.00,-0.10
14-July-2016,847.00,851.45,842.00,848.60,848.491605057693636426,28946,1293,24560438.00,9663,33.38,9.45,1.60
13-July-2016,840.05,847.50,834.30,844.85,843.059066950249676345,43256,1897,36467363.00,14066,32.52,13.20,4.80
12-July-2016,845.55,846.15,830.00,839.20,836.628046326521486383,22363,1115,18709513.00,7691,34.39,16.15,-6.35
11-July-2016,840.00,848.45,837.15,845.55,843.461344985220951366,54469,2621,45942496.00,19907,36.55,11.30,5.55
8-July-2016,818.25,845.75,818.25,836.70,834.107712580110607542,100174,3004,83555906.00,48142,48.06,27.50,18.45
7-July-2016,828.80,833.60,815.00,819.90,823.461600135032492193,47396,2167,39028786.00,16841,35.53,18.60,-8.90
5-July-2016,826.00,833.20,820.00,823.95,827.876577503912914733,70919,2301,58712179.00,24974,35.21,13.20,-2.05
4-July-2016,815.00,823.00,809.35,819.10,816.678379715993451859,52534,1959,42903382.00,21722,41.35,13.65,4.10
1-July-2016,803.00,812.55,798.00,800.45,805.905672477117705357,51459,1857,41471100.00,18994,36.91,14.55,-2.55
30-June-2016,795.00,806.00,793.85,797.70,800.936426935550807728,65059,3252,52108123.00,18075,27.78,12.15,2.70
29-June-2016,785.00,798.40,785.00,791.55,793.509256854524542722,53906,2612,42774910.00,19417,36.02,13.40,6.55
28-June-2016,784.00,789.85,780.00,783.95,784.638805970149253731,30485,1359,23919714.00,9314,30.55,9.85,-0.05
27-June-2016,766.80,783.00,766.50,779.25,776.530816914755004540,25327,1348,19667196.00,6457,25.49,16.50,12.45
